;Train-Train;Train-Test;Test-Test
non-zero images;26640,000000;12630,000000;12630,000000
Mean Distance;6,695207;6,760246;7,052884
Minimal Distance;0,427371;0,550022;0,791567
2nd;0,427371;0,572102;0,791567
3rd;0,429066;0,603547;0,812832
4th;0,429066;0,653127;0,812832
5th;0,437557;0,662387;0,821861
6th;0,437783;0,662585;0,835764
7th;0,440318;0,663340;0,836474
8th;0,445768;0,664205;0,836474
9th;0,445861;0,673287;0,842760
10th;0,449165;0,673338;0,849161
