;config_538_avg
Standard_Acc;74,1300
RMSCE;0,0278
gaussian_noise;39,3300
shot_noise;43,3680
impulse_noise;44,1040
defocus_blur;47,4900
glass_blur;40,0600
motion_blur;54,6100
zoom_blur;51,3680
snow;50,0000
frost;54,4040
fog;56,2760
brightness;62,1360
contrast;45,3320
elastic_transform;58,8080
pixelate;58,4860
jpeg_compression;60,1480
speckle_noise;38,2860
gaussian_blur;50,5240
spatter;52,3500
saturate;58,4180
blue_noise_sample;53,7220
brownish_noise;57,2160
caustic_refraction;39,1760
checkerboard_cutout;49,1380
cocentric_sine_waves;31,6340
inverse_sparkles;26,7840
perlin_noise;63,5700
plasma_noise;32,9460
single_frequency_greyscale;26,9380
sparkles;66,2000
Acc_C-all-19;50,8157
Acc_C-original-15;51,0613
Acc_C-bar-10;44,7324
Acc_all-ex-pixelwise-noise-24;49,7505
RMSCE_C;0,0873
Combined_Noise;69,0600
