train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
13,0440;3,8859;19,3300;3,5870;12,8483;19,3300;12,8483
27,5540;3,2057;29,9100;3,1191;21,7586;29,9100;21,7586
39,2220;2,7568;37,5900;2,8155;27,2138;37,5900;27,2138
47,2040;2,4663;43,9300;2,5949;27,5448;43,9300;27,5448
52,5180;2,2803;42,5600;2,6662;29,1586;42,5600;29,1586
57,2780;2,1332;53,3900;2,3016;33,2828;53,3900;33,2828
61,0200;2,0054;54,0900;2,2551;32,5379;54,0900;32,5379
64,6480;1,8926;53,5900;2,2693;35,3655;53,5900;35,3655
67,7500;1,7975;57,1100;2,1658;33,4345;57,1100;33,4345
70,4260;1,7098;60,3600;2,0452;35,3724;60,3600;35,3724
73,6580;1,6164;61,3700;2,0228;38,9655;61,3700;38,9655
76,5380;1,5356;64,2800;1,9324;38,5448;64,2800;38,5448
79,0200;1,4586;64,7900;1,9172;38,8621;64,7900;38,8621
81,6940;1,3859;65,9700;1,8713;38,4828;65,9700;38,4828
84,1740;1,3220;66,5400;1,8704;39,4552;66,5400;39,4552
86,3060;1,2659;67,2700;1,8442;40,4621;67,2700;40,4621
88,3160;1,2157;68,1100;1,8254;39,7172;68,1100;39,7172
89,7340;1,1815;68,3800;1,8137;40,0690;68,3800;40,0690
90,7540;1,1569;68,3700;1,8101;40,7241;68,3700;40,7241
91,3820;1,1416;68,6800;1,8071;40,9103;68,6800;40,9103
72,7820;1,6245;57,7300;2,1939;35,9862;57,7300;35,9862
72,0720;1,6421;58,3300;2,1359;32,6207;58,3300;32,6207
73,7420;1,5953;58,2500;2,1202;33,8276;58,2500;33,8276
75,3040;1,5523;60,7700;2,0727;38,1448;60,7700;38,1448
76,6660;1,5124;60,6600;2,0743;32,3241;60,6600;32,3241
78,0400;1,4699;61,3800;2,0377;37,0897;61,3800;37,0897
79,4000;1,4311;61,8900;2,0248;38,9655;61,8900;38,9655
80,3800;1,3963;62,7900;2,0064;36,0690;62,7900;36,0690
81,9060;1,3549;63,2500;1,9948;36,7793;63,2500;36,7793
83,2180;1,3175;63,7600;2,0070;38,1034;63,7600;38,1034
84,6060;1,2821;63,9400;1,9910;39,7931;63,9400;39,7931
85,7900;1,2488;64,6000;1,9697;39,3931;64,6000;39,3931
86,8180;1,2188;64,8500;1,9698;39,9655;64,8500;39,9655
88,0460;1,1879;64,2800;1,9781;37,9655;64,2800;37,9655
89,0900;1,1559;64,6300;1,9817;39,6138;64,6300;39,6138
90,2520;1,1264;66,8600;1,9009;41,3310;66,8600;41,3310
91,2180;1,0999;66,2200;1,9306;39,7655;66,2200;39,7655
92,0720;1,0727;67,1600;1,9131;39,7103;67,1600;39,7103
93,0700;1,0462;67,4600;1,8917;40,3517;67,4600;40,3517
93,9880;1,0232;66,9300;1,9265;38,5310;66,9300;38,5310
94,8740;0,9984;68,5300;1,8641;38,6759;68,5300;38,6759
95,6120;0,9792;68,5900;1,8738;40,2138;68,5900;40,2138
96,4860;0,9541;68,7700;1,8528;41,1310;68,7700;41,1310
96,8980;0,9388;68,5200;1,8943;39,7931;68,5200;39,7931
97,3960;0,9241;69,0700;1,8569;39,9862;69,0700;39,9862
97,8280;0,9081;69,3600;1,8567;40,8276;69,3600;40,8276
98,3680;0,8921;69,1200;1,8595;41,8483;69,1200;41,8483
98,7000;0,8797;70,3100;1,8292;40,7241;70,3100;40,7241
98,9560;0,8691;70,2800;1,8150;41,2069;70,2800;41,2069
99,2300;0,8587;70,8600;1,8125;40,6483;70,8600;40,6483
99,4460;0,8495;71,0200;1,8117;42,4759;71,0200;42,4759
99,5420;0,8425;71,1700;1,8054;42,7241;71,1700;42,7241
99,7120;0,8356;71,7000;1,7870;42,9448;71,7000;42,9448
99,7540;0,8314;71,6400;1,7831;42,5655;71,6400;42,5655
99,7660;0,8286;71,6200;1,7854;43,0552;71,6200;43,0552
99,8280;0,8253;72,0600;1,7753;43,4690;72,0600;43,4690
99,8500;0,8240;72,1200;1,7764;43,0483;72,1200;43,0483
99,8540;0,8224;71,9800;1,7743;43,1448;71,9800;43,1448
99,8820;0,8214;72,0000;1,7756;43,0483;72,0000;43,0483
99,9220;0,8209;72,1300;1,7716;43,2483;72,1300;43,2483
90,1600;1,0994;61,7000;2,1304;38,6621;61,7000;38,6621
87,8820;1,1634;60,3600;2,1613;36,8966;60,3600;36,8966
87,9300;1,1621;64,1100;2,0306;37,1862;64,1100;37,1862
88,2760;1,1535;63,4000;2,0547;38,0621;63,4000;38,0621
88,6760;1,1436;64,0300;1,9996;36,0828;64,0300;36,0828
88,8580;1,1354;63,1900;2,0284;38,0345;63,1900;38,0345
89,0920;1,1264;63,5300;2,0349;37,5724;63,5300;37,5724
89,9520;1,1093;64,7200;2,0146;39,3310;64,7200;39,3310
90,2640;1,0974;65,9000;1,9690;39,6000;65,9000;39,6000
90,8600;1,0851;64,8800;1,9986;36,3172;64,8800;36,3172
90,7980;1,0838;65,6900;1,9686;40,5586;65,6900;40,5586
91,1660;1,0709;63,7300;2,0643;39,9379;63,7300;39,9379
91,4580;1,0617;65,7900;1,9856;38,6483;65,7900;38,6483
91,8660;1,0522;64,6200;2,0286;39,1448;64,6200;39,1448
91,9420;1,0445;65,6400;2,0015;35,7379;65,6400;35,7379
92,5300;1,0331;65,4500;2,0053;36,9862;65,4500;36,9862
92,6560;1,0276;65,9600;2,0080;41,1379;65,9600;41,1379
92,9060;1,0213;66,2400;2,0139;41,1172;66,2400;41,1172
93,4440;1,0076;65,0500;2,0410;38,1793;65,0500;38,1793
93,2700;1,0073;66,2300;1,9880;39,5517;66,2300;39,5517
93,7880;0,9965;65,0600;2,0431;39,9379;65,0600;39,9379
93,9980;0,9892;65,8500;1,9904;38,8483;65,8500;38,8483
94,1520;0,9828;64,9500;2,0477;36,6138;64,9500;36,6138
94,3760;0,9754;67,9000;1,9457;39,2759;67,9000;39,2759
94,5000;0,9689;67,1200;1,9647;39,5448;67,1200;39,5448
94,6500;0,9640;67,1000;1,9734;39,8207;67,1000;39,8207
95,1500;0,9536;67,5100;1,9604;37,6690;67,5100;37,6690
95,2720;0,9480;66,9400;1,9735;39,2621;66,9400;39,2621
95,5000;0,9408;65,6600;2,0419;39,2828;65,6600;39,2828
95,5780;0,9381;67,1600;1,9746;39,7517;67,1600;39,7517
95,8180;0,9315;67,1100;1,9877;38,4000;67,1100;38,4000
95,9900;0,9222;67,8700;1,9741;40,2690;67,8700;40,2690
96,3280;0,9171;67,3900;1,9633;38,4276;67,3900;38,4276
96,4460;0,9108;68,0600;1,9242;40,8207;68,0600;40,8207
96,6760;0,9072;67,7800;1,9420;41,4759;67,7800;41,4759
96,8800;0,8982;68,6900;1,9424;40,4759;68,6900;40,4759
96,9880;0,8932;68,7100;1,9302;41,6207;68,7100;41,6207
97,1900;0,8887;67,6400;1,9674;39,3931;67,6400;39,3931
97,2620;0,8839;68,6800;1,9330;41,3448;68,6800;41,3448
97,4380;0,8793;68,4000;1,9664;40,6276;68,4000;40,6276
97,6160;0,8739;68,6100;1,9435;39,0138;68,6100;39,0138
97,7440;0,8683;68,4300;1,9562;42,3793;68,4300;42,3793
97,7640;0,8671;69,7600;1,9053;40,0621;69,7600;40,0621
98,0040;0,8598;69,1700;1,9023;41,9862;69,1700;41,9862
98,2340;0,8544;69,0300;1,9218;40,8276;69,0300;40,8276
98,4480;0,8475;68,7300;1,9779;43,0138;68,7300;43,0138
98,4660;0,8450;69,9300;1,9147;43,6414;69,9300;43,6414
98,6340;0,8404;68,9000;1,9432;42,4345;68,9000;42,4345
98,7220;0,8371;69,9400;1,9274;40,6759;69,9400;40,6759
98,8680;0,8320;70,6300;1,9261;43,5310;70,6300;43,5310
98,9840;0,8285;70,2600;1,9191;41,0207;70,2600;41,0207
99,0560;0,8252;70,1800;1,9124;42,7724;70,1800;42,7724
99,2760;0,8192;70,9600;1,8957;43,1448;70,9600;43,1448
99,3320;0,8164;70,7200;1,8778;42,7655;70,7200;42,7655
99,4480;0,8123;70,6700;1,8977;44,0000;70,6700;44,0000
99,4640;0,8104;71,5800;1,8809;43,8276;71,5800;43,8276
99,5580;0,8065;71,5400;1,8733;42,8207;71,5400;42,8207
99,6200;0,8049;72,2400;1,8403;42,3034;72,2400;42,3034
99,7660;0,8000;72,2200;1,8422;43,6000;72,2200;43,6000
99,7880;0,7986;72,2900;1,8464;42,6138;72,2900;42,6138
99,8500;0,7961;72,5500;1,8183;43,3793;72,5500;43,3793
99,8400;0,7949;72,8900;1,8212;44,2621;72,8900;44,2621
99,8660;0,7938;72,7800;1,8231;44,0483;72,7800;44,0483
99,8700;0,7935;73,0300;1,8111;44,5586;73,0300;44,5586
99,9000;0,7924;72,8000;1,8204;44,5241;72,8000;44,5241
99,9220;0,7914;73,1700;1,8071;44,4138;73,1700;44,4138
99,9060;0,7911;73,1500;1,8114;44,9724;73,1500;44,9724
99,9360;0,7901;73,0600;1,8050;44,5862;73,0600;44,5862
99,9580;0,7897;73,3900;1,7974;44,7034;73,3900;44,7034
99,9460;0,7895;73,4200;1,8010;44,6759;73,4200;44,6759
99,9540;0,7897;73,3200;1,7987;44,4828;73,3200;44,4828
99,9660;0,7892;73,4700;1,7961;44,4966;73,4700;44,4966
99,9500;0,7891;73,4300;1,7946;44,5793;73,4300;44,5793
99,9660;0,7889;73,5500;1,7920;44,4345;73,5500;44,4345
99,9580;0,7890;73,4800;1,7946;44,6138;73,4800;44,6138
99,9480;0,7890;73,3300;1,7914;44,4621;73,3300;44,4621
99,9520;0,7891;73,4000;1,7938;44,6414;73,4000;44,6414
99,9660;0,7886;73,4800;1,7907;44,7448;73,4800;44,7448
99,9580;0,7889;73,4600;1,7922;44,9655;73,4600;44,9655
99,9620;0,7887;73,5700;1,7937;44,6414;73,5700;44,6414
93,5680;0,9843;63,0100;2,1861;37,1586;63,0100;37,1586
90,9160;1,0579;63,0100;2,1505;35,7034;63,0100;35,7034
90,8140;1,0561;63,7800;2,0829;36,2690;63,7800;36,2690
91,1360;1,0518;65,7000;2,0084;39,2966;65,7000;39,2966
91,1720;1,0471;63,4800;2,0972;35,6000;63,4800;35,6000
91,3800;1,0470;65,3800;2,0257;39,4828;65,3800;39,4828
91,4980;1,0417;64,9900;2,0566;37,0276;64,9900;37,0276
91,7760;1,0339;63,2000;2,1512;40,5172;63,2000;40,5172
91,7740;1,0320;64,3900;2,0566;37,7724;64,3900;37,7724
91,7180;1,0342;64,0900;2,0907;37,8138;64,0900;37,8138
92,0660;1,0240;65,3500;2,0520;41,0276;65,3500;41,0276
92,0460;1,0243;64,6900;2,0373;38,8483;64,6900;38,8483
92,3240;1,0170;63,4500;2,0885;40,3448;63,4500;40,3448
92,5200;1,0123;63,5400;2,1239;36,6690;63,5400;36,6690
92,5100;1,0126;65,9200;2,0041;36,2069;65,9200;36,2069
92,8920;1,0049;63,2600;2,1663;39,6552;63,2600;39,6552
92,7860;1,0060;65,5100;2,0108;38,4138;65,5100;38,4138
92,8720;1,0032;66,2300;2,0094;40,3034;66,2300;40,3034
92,8520;1,0013;66,1200;1,9929;39,7103;66,1200;39,7103
93,1560;0,9929;66,2700;2,0148;37,5931;66,2700;37,5931
93,1840;0,9919;66,3700;2,0023;40,4483;66,3700;40,4483
93,0380;0,9967;65,6700;2,0437;39,6828;65,6700;39,6828
93,4080;0,9877;66,6800;1,9850;38,4552;66,6800;38,4552
93,6780;0,9797;64,4400;2,0773;36,9517;64,4400;36,9517
93,3520;0,9860;65,0700;2,0601;36,5103;65,0700;36,5103
93,5720;0,9816;65,6800;2,0677;38,8069;65,6800;38,8069
93,6240;0,9789;64,8600;2,0551;40,5103;64,8600;40,5103
93,8940;0,9741;66,5900;2,0148;37,9517;66,5900;37,9517
94,1160;0,9716;66,6900;2,0048;39,7655;66,6900;39,7655
93,8500;0,9715;66,3300;2,0099;39,4759;66,3300;39,4759
94,1640;0,9679;65,7700;2,0410;39,1241;65,7700;39,1241
94,1880;0,9657;66,2900;1,9791;38,0069;66,2900;38,0069
94,2800;0,9626;67,5200;1,9785;37,7379;67,5200;37,7379
94,1700;0,9630;66,2800;2,0181;37,2138;66,2800;37,2138
94,5140;0,9544;65,3300;2,0439;37,8345;65,3300;37,8345
94,4120;0,9581;64,9600;2,0590;37,6897;64,9600;37,6897
94,6420;0,9518;65,9600;2,0419;37,7517;65,9600;37,7517
94,5800;0,9542;66,1700;2,0294;38,8207;66,1700;38,8207
94,9340;0,9447;66,3400;2,0109;39,4828;66,3400;39,4828
94,7140;0,9485;66,6700;2,0163;38,5862;66,6700;38,5862
94,6980;0,9480;67,1400;1,9996;39,4483;67,1400;39,4483
94,9360;0,9428;67,1800;1,9846;39,5655;67,1800;39,5655
94,9000;0,9417;65,3800;2,0684;37,3379;65,3800;37,3379
94,9700;0,9410;67,6800;1,9827;39,3586;67,6800;39,3586
95,1880;0,9338;64,9600;2,0773;37,9103;64,9600;37,9103
95,3020;0,9323;67,5000;1,9883;41,4069;67,5000;41,4069
95,2640;0,9328;66,2700;2,0633;37,0414;66,2700;37,0414
95,2860;0,9324;67,9200;1,9758;38,1862;67,9200;38,1862
95,4020;0,9301;67,1300;2,0008;40,9034;67,1300;40,9034
95,4720;0,9234;66,1800;2,0467;39,1931;66,1800;39,1931
95,7340;0,9182;67,4000;1,9948;39,7310;67,4000;39,7310
95,5980;0,9212;66,4700;2,0240;38,7655;66,4700;38,7655
95,8780;0,9161;66,9600;2,0215;40,1379;66,9600;40,1379
95,8080;0,9162;67,5600;1,9918;39,7448;67,5600;39,7448
96,0500;0,9123;66,1400;2,0564;36,3586;66,1400;36,3586
95,9680;0,9100;67,4300;1,9977;39,6207;67,4300;39,6207
95,9820;0,9109;66,1900;2,0680;36,4966;66,1900;36,4966
96,0940;0,9073;67,9400;1,9528;40,5103;67,9400;40,5103
96,2200;0,9048;67,9400;2,0349;40,1034;67,9400;40,1034
96,3300;0,9015;67,3500;2,0039;39,0621;67,3500;39,0621
96,2420;0,9035;68,8600;1,9379;40,7931;68,8600;40,7931
96,4420;0,8962;67,4000;2,0122;38,2759;67,4000;38,2759
96,6360;0,8937;67,6600;2,0267;38,5448;67,6600;38,5448
96,5860;0,8912;68,6400;1,9551;41,8828;68,6400;41,8828
96,6600;0,8906;68,4500;1,9808;37,7241;68,4500;37,7241
96,6860;0,8890;68,0900;1,9875;39,9655;68,0900;39,9655
96,8720;0,8837;67,6300;2,0088;39,8000;67,6300;39,8000
97,0080;0,8836;68,8200;1,9656;39,9724;68,8200;39,9724
96,9740;0,8806;67,8100;1,9974;37,9586;67,8100;37,9586
97,0920;0,8783;67,7400;2,0028;40,7655;67,7400;40,7655
96,9580;0,8787;67,5500;1,9972;39,2276;67,5500;39,2276
97,1340;0,8751;68,0800;2,0077;38,9586;68,0800;38,9586
97,3100;0,8726;68,2700;2,0030;40,3586;68,2700;40,3586
97,4600;0,8659;68,7900;1,9771;38,1931;68,7900;38,1931
97,3820;0,8681;69,2900;1,9765;41,7034;69,2900;41,7034
97,5180;0,8655;69,0800;1,9739;42,5586;69,0800;42,5586
