;config_532_avg
Standard_Acc;81,5800
RMSCE;0,0532
gaussian_noise;59,5020
shot_noise;63,7920
impulse_noise;62,5680
defocus_blur;76,3120
glass_blur;63,2680
motion_blur;71,3940
zoom_blur;73,2620
snow;71,0860
frost;70,3560
fog;74,2940
brightness;79,9480
contrast;77,0460
elastic_transform;72,1940
pixelate;69,9580
jpeg_compression;61,1560
speckle_noise;63,9220
gaussian_blur;73,4460
spatter;74,8240
saturate;75,9220
blue_noise;63,8660
brownish_noise;44,9480
checkerboard_cutout;70,0080
circular_motion_blur;73,7060
inverse_sparkles;42,9160
lines;56,3380
pinch_and_twirl;76,5980
ripple;64,8720
sparkles;66,8160
transverse_chromatic_abberation;52,4880
Acc_C-all-19;70,2237
Acc_C-original-15;69,7424
Acc_C-bar-10;61,2556
Acc_all-ex-pixelwise-noise-24;68,0482
RMSCE_C;0,0893
Combined_Noise;67,9000
