train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
11,9980;3,9714;18,9800;3,6541;14,1310;18,9800;14,1310
27,1020;3,2471;29,8100;3,2620;19,4345;29,8100;19,4345
38,3020;2,8043;38,6600;2,8572;23,6621;38,6600;23,6621
46,4880;2,5187;40,9600;2,7220;23,8138;40,9600;23,8138
52,2800;2,3254;46,1400;2,6041;29,8483;46,1400;29,8483
56,9160;2,1756;50,9500;2,4886;30,8000;50,9500;30,8000
61,6420;2,0414;56,1600;2,2587;32,4897;56,1600;32,4897
65,0220;1,9348;56,8900;2,2652;34,5517;56,8900;34,5517
68,3900;1,8365;59,0500;2,1908;32,0759;59,0500;32,0759
71,4720;1,7444;59,4300;2,1876;32,2759;59,4300;32,2759
74,3920;1,6597;62,8000;2,0868;36,8621;62,8000;36,8621
77,3980;1,5814;64,6800;2,0074;36,2414;64,6800;36,2414
80,0040;1,5086;65,3700;1,9661;37,8690;65,3700;37,8690
82,6980;1,4414;67,3200;1,8944;39,1862;67,3200;39,1862
85,1100;1,3810;67,9000;1,8933;40,2621;67,9000;40,2621
87,0540;1,3301;68,8000;1,8735;39,1931;68,8000;39,1931
88,7940;1,2861;69,7300;1,8402;39,2690;69,7300;39,2690
90,3780;1,2533;70,4000;1,8247;39,4138;70,4000;39,4138
91,2220;1,2318;70,3900;1,8195;40,2966;70,3900;40,2966
91,8080;1,2189;70,5300;1,8121;40,0897;70,5300;40,0897
75,2320;1,6303;57,4200;2,2749;32,9931;57,4200;32,9931
74,9500;1,6299;58,9900;2,2355;31,9241;58,9900;31,9241
76,3980;1,5857;59,3200;2,2138;33,4345;59,3200;33,4345
78,3200;1,5376;58,5400;2,2877;33,4414;58,5400;33,4414
79,7260;1,4951;58,5200;2,3341;34,0759;58,5200;34,0759
81,7060;1,4471;63,3400;2,1084;36,6897;63,3400;36,6897
83,1440;1,4042;60,7100;2,2065;35,0207;60,7100;35,0207
84,8140;1,3596;63,6400;2,0688;33,4759;63,6400;33,4759
86,2780;1,3206;62,1200;2,2271;34,1172;62,1200;34,1172
88,0620;1,2802;65,0300;2,0924;32,7310;65,0300;32,7310
89,3320;1,2438;65,2500;2,0161;35,2897;65,2500;35,2897
90,8060;1,2047;66,0000;2,0194;38,4483;66,0000;38,4483
92,1540;1,1730;66,4800;2,0377;37,5586;66,4800;37,5586
93,3800;1,1399;68,7000;1,9483;36,9517;68,7000;36,9517
94,3300;1,1110;67,5700;1,9452;38,2414;67,5700;38,2414
95,4480;1,0816;68,5600;1,9381;40,2345;68,5600;40,2345
96,2500;1,0551;69,0400;1,8842;38,7448;69,0400;38,7448
96,9740;1,0318;68,6900;1,9271;38,2552;68,6900;38,2552
97,7020;1,0085;70,9200;1,8519;40,7103;70,9200;40,7103
98,2500;0,9871;70,3700;1,8675;38,5931;70,3700;38,5931
98,5940;0,9714;70,4100;1,8485;37,6552;70,4100;37,6552
98,9180;0,9538;71,0400;1,8572;41,6897;71,0400;41,6897
99,2520;0,9373;71,2800;1,8145;40,4483;71,2800;40,4483
99,4640;0,9230;71,0900;1,8212;40,6483;71,0900;40,6483
99,6240;0,9091;72,0800;1,7886;40,1448;72,0800;40,1448
99,7480;0,8964;72,2900;1,7818;40,4000;72,2900;40,4000
99,8480;0,8833;73,4400;1,7457;42,6276;73,4400;42,6276
99,8880;0,8742;73,6200;1,7417;41,9586;73,6200;41,9586
99,9120;0,8668;73,7500;1,7283;43,0414;73,7500;43,0414
99,9400;0,8604;73,8700;1,7261;42,3793;73,8700;42,3793
99,9520;0,8551;73,9600;1,7179;42,9172;73,9600;42,9172
99,9400;0,8510;74,3400;1,7129;43,5931;74,3400;43,5931
99,9600;0,8478;74,3800;1,7107;43,4069;74,3800;43,4069
99,9600;0,8454;74,5400;1,7150;42,6759;74,5400;42,6759
99,9620;0,8434;74,3100;1,7146;43,3379;74,3100;43,3379
99,9640;0,8419;74,5300;1,7155;43,2000;74,5300;43,2000
99,9700;0,8407;74,5200;1,7159;43,0483;74,5200;43,0483
99,9700;0,8401;74,5000;1,7162;43,1379;74,5000;43,1379
99,9740;0,8393;74,4500;1,7196;43,1655;74,4500;43,1655
99,9760;0,8392;74,5100;1,7148;43,1862;74,5100;43,1862
96,7740;1,0163;63,5300;2,1140;36,6552;63,5300;36,6552
95,0880;1,0755;65,3600;2,0409;38,1241;65,3600;38,1241
95,0220;1,0711;64,5400;2,0632;33,9724;64,5400;33,9724
95,2360;1,0663;64,4900;2,0783;35,3931;64,4900;35,3931
95,5560;1,0573;66,3100;2,0279;38,9586;66,3100;38,9586
95,8400;1,0483;65,9500;2,0362;37,5241;65,9500;37,5241
96,0080;1,0433;66,7600;1,9862;36,0897;66,7600;36,0897
96,4640;1,0323;66,1400;2,0123;35,3379;66,1400;35,3379
96,7320;1,0238;67,7100;1,9355;37,0552;67,7100;37,0552
96,9240;1,0148;67,8600;1,9643;37,0276;67,8600;37,0276
97,1780;1,0092;68,3200;1,9165;37,2207;68,3200;37,2207
97,2120;1,0015;66,8100;1,9955;39,7724;66,8100;39,7724
97,5620;0,9925;66,9700;1,9669;36,3517;66,9700;36,3517
97,7440;0,9850;66,6800;1,9754;35,2345;66,6800;35,2345
97,8020;0,9814;70,1000;1,8763;38,2690;70,1000;38,2690
97,9720;0,9735;67,7400;1,9579;37,7241;67,7400;37,7241
98,1760;0,9667;69,4600;1,9255;38,2690;69,4600;38,2690
98,4240;0,9590;68,6600;1,9183;39,9517;68,6600;39,9517
98,5500;0,9533;69,2900;1,8981;39,6207;69,2900;39,6207
98,5680;0,9473;69,0700;1,9217;36,2138;69,0700;36,2138
98,7160;0,9422;68,5100;1,9111;38,6966;68,5100;38,6966
98,7780;0,9361;69,1500;1,9338;39,0000;69,1500;39,0000
99,0020;0,9295;68,7400;1,9066;39,9448;68,7400;39,9448
98,9520;0,9258;69,9800;1,8534;39,1034;69,9800;39,1034
99,1940;0,9172;70,6800;1,8290;41,0690;70,6800;41,0690
99,3140;0,9107;71,5800;1,8128;41,2276;71,5800;41,2276
99,3480;0,9082;70,3400;1,8454;38,7034;70,3400;38,7034
99,5200;0,8967;71,3000;1,8085;40,9310;71,3000;40,9310
99,6420;0,8872;71,4800;1,8080;38,1793;71,4800;38,1793
99,7300;0,8798;70,5600;1,8328;40,4000;70,5600;40,4000
99,7560;0,8740;72,3300;1,7581;40,9655;72,3300;40,9655
99,8020;0,8670;72,8900;1,7572;41,6552;72,8900;41,6552
99,8460;0,8603;72,3000;1,7591;40,0345;72,3000;40,0345
99,9000;0,8534;73,9700;1,7145;41,6828;73,9700;41,6828
99,8980;0,8502;73,4000;1,7275;41,7379;73,4000;41,7379
99,9320;0,8450;74,5300;1,7038;43,0552;74,5300;43,0552
99,9460;0,8404;74,5000;1,6986;43,6069;74,5000;43,6069
99,9400;0,8372;74,3900;1,7064;42,4000;74,3900;42,4000
99,9500;0,8337;74,2900;1,7138;42,7586;74,2900;42,7586
99,9520;0,8310;74,6500;1,7047;44,2483;74,6500;44,2483
99,9600;0,8280;74,6600;1,6984;43,0897;74,6600;43,0897
99,9620;0,8256;74,7700;1,6923;43,3103;74,7700;43,3103
99,9540;0,8236;75,1700;1,6865;43,9517;75,1700;43,9517
99,9580;0,8221;75,3400;1,6856;44,0414;75,3400;44,0414
99,9600;0,8197;75,5500;1,6895;43,7241;75,5500;43,7241
99,9700;0,8180;75,2600;1,6900;43,0276;75,2600;43,0276
99,9700;0,8163;75,6600;1,6853;43,6207;75,6600;43,6207
99,9780;0,8149;75,6400;1,6879;44,1448;75,6400;44,1448
99,9720;0,8131;75,4000;1,6917;44,6759;75,4000;44,6759
99,9620;0,8125;75,8400;1,6839;43,7172;75,8400;43,7172
99,9660;0,8113;75,9500;1,6816;44,4000;75,9500;44,4000
99,9700;0,8099;75,7100;1,6924;44,4621;75,7100;44,4621
99,9840;0,8085;75,8900;1,6817;44,8207;75,8900;44,8207
99,9780;0,8078;75,8600;1,6907;44,2690;75,8600;44,2690
99,9760;0,8068;76,1300;1,6993;43,6138;76,1300;43,6138
99,9760;0,8062;75,8500;1,6983;44,4897;75,8500;44,4897
99,9740;0,8051;75,8200;1,6985;44,4414;75,8200;44,4414
99,9820;0,8046;75,7300;1,6952;44,5655;75,7300;44,5655
99,9760;0,8037;76,2400;1,6971;44,5586;76,2400;44,5586
99,9740;0,8032;76,1900;1,6981;44,6483;76,1900;44,6483
99,9700;0,8024;76,1700;1,7021;44,5724;76,1700;44,5724
99,9840;0,8021;75,9300;1,7012;44,5724;75,9300;44,5724
99,9780;0,8015;76,3200;1,7012;44,6621;76,3200;44,6621
99,9700;0,8012;76,2600;1,7055;44,5931;76,2600;44,5931
99,9840;0,8007;76,2800;1,7032;45,0897;76,2800;45,0897
99,9760;0,8004;76,4800;1,7048;44,7586;76,4800;44,7586
99,9800;0,8002;76,1900;1,7043;45,1517;76,1900;45,1517
99,9780;0,7997;76,3400;1,7045;45,1655;76,3400;45,1655
