;config_534_avg
Standard_Acc;80,2100
RMSCE;0,0844
gaussian_noise;16,1920
shot_noise;25,8800
impulse_noise;28,6400
defocus_blur;62,9820
glass_blur;24,6100
motion_blur;56,2740
zoom_blur;58,4520
snow;59,2440
frost;54,3920
fog;66,0420
brightness;76,1940
contrast;55,4680
elastic_transform;63,4720
pixelate;53,4620
jpeg_compression;52,1200
speckle_noise;28,1140
gaussian_blur;54,2500
spatter;67,4620
saturate;65,1040
blue_noise;27,1120
brownish_noise;29,4200
checkerboard_cutout;57,6480
circular_motion_blur;73,3380
inverse_sparkles;37,1000
lines;49,9680
pinch_and_twirl;72,2060
ripple;52,9380
sparkles;60,9260
transverse_chromatic_abberation;32,1260
Acc_C-all-19;50,9660
Acc_C-original-15;50,2283
Acc_C-bar-10;49,2782
Acc_all-ex-pixelwise-noise-24;55,6332
RMSCE_C;0,0924
Combined_Noise;46,3400
