;config_540_avg
Standard_Acc;73,9400
RMSCE;0,0306
gaussian_noise;20,1700
shot_noise;25,6260
impulse_noise;23,2740
defocus_blur;20,8640
glass_blur;18,7260
motion_blur;28,5760
zoom_blur;25,4460
snow;34,1420
frost;38,1280
fog;36,2160
brightness;48,1020
contrast;16,5380
elastic_transform;36,2380
pixelate;44,3380
jpeg_compression;43,4420
speckle_noise;18,3840
gaussian_blur;21,7040
spatter;41,7700
saturate;43,3320
blue_noise_sample;37,7160
brownish_noise;47,2660
caustic_refraction;29,5920
checkerboard_cutout;43,2840
cocentric_sine_waves;25,2960
inverse_sparkles;31,5120
perlin_noise;54,3540
plasma_noise;21,1900
single_frequency_greyscale;20,3780
sparkles;63,9600
Acc_C-all-19;30,7903
Acc_C-original-15;30,6551
Acc_C-bar-10;37,4548
Acc_all-ex-pixelwise-noise-24;34,7664
RMSCE_C;0,1903
Combined_Noise;42,2900
