;Train-Train;Train-Test;Test-Test
non-zero images;21600,000000;5400,000000;5400,000000
Mean Distance;8,148899;8,061126;8,343332
Minimal Distance;0,826133;0,850236;0,967363
2nd;0,826133;0,874930;0,967363
3rd;0,842954;0,904092;0,982575
4th;0,870945;0,919488;0,982575
5th;0,870945;0,928012;0,989508
6th;0,880077;0,934043;0,989508
7th;0,880077;0,937695;0,996392
8th;0,896499;0,940295;0,997739
9th;0,899354;0,955619;0,997739
10th;0,902268;0,960969;1,002804
