;Train-Train;Train-Test;Test-Test
non-zero images;45337,000000;5044,000000;5044,000000
Mean Distance;0,401919;0,400462;0,439676
Minimal Distance;0,204734;0,216419;0,267368
2nd;0,204734;0,224497;0,267368
3rd;0,207142;0,230024;0,270577
4th;0,213685;0,232285;0,270577
5th;0,214354;0,238806;0,274374
6th;0,215687;0,248619;0,274374
7th;0,215687;0,248643;0,278951
8th;0,216747;0,253206;0,283956
9th;0,219665;0,259860;0,284277
10th;0,219665;0,260281;0,286758
