;config_10_avg
Standard_Acc;96,8100
RMSCE;0,0461
gaussian_noise;87,7200
shot_noise;90,0400
impulse_noise;88,2400
defocus_blur;94,9880
glass_blur;88,4820
motion_blur;92,6040
zoom_blur;93,9060
snow;92,6360
frost;93,4580
fog;94,7300
brightness;96,3640
contrast;94,7820
elastic_transform;92,1220
pixelate;89,0760
jpeg_compression;85,7820
speckle_noise;90,1520
gaussian_blur;94,1260
spatter;93,5340
saturate;95,5160
blue_noise;88,8780
brownish_noise;81,1820
checkerboard_cutout;89,4340
circular_motion_blur;93,3800
inverse_sparkles;79,1120
lines;81,9340
pinch_and_twirl;93,7200
ripple;86,7540
sparkles;88,9060
transverse_chromatic_abberation;83,9280
Acc_C-all-19;92,0136
Acc_C-original-15;91,6620
Acc_C-bar-10;86,7228
Acc_all-ex-pixelwise-noise-24;90,4357
RMSCE_C;0,0386
Combined_Noise;90,9800
