train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
50,7020;1,5583;61,8600;1,4214;44,2966;61,8600;44,2966
74,4920;1,0961;73,3100;1,1819;49,3862;73,3100;49,3862
81,9520;0,9360;75,4400;1,1267;49,5034;75,4400;49,5034
85,5600;0,8557;78,7100;1,0247;51,3862;78,7100;51,3862
87,5980;0,8053;80,5300;1,0082;58,5448;80,5300;58,5448
89,2240;0,7671;81,8800;0,9672;57,4690;81,8800;57,4690
90,4880;0,7367;79,7200;1,0233;51,5931;79,7200;51,5931
91,3560;0,7159;86,0300;0,8649;59,6966;86,0300;59,6966
92,2860;0,6934;86,9500;0,8398;61,4759;86,9500;61,4759
93,0060;0,6772;87,1300;0,8410;61,6966;87,1300;61,6966
93,6240;0,6631;87,0700;0,8248;61,3655;87,0700;61,3655
94,2780;0,6483;88,5700;0,8018;60,6759;88,5700;60,6759
94,8580;0,6343;90,1800;0,7493;64,2759;90,1800;64,2759
95,2580;0,6249;90,6700;0,7457;64,2966;90,6700;64,2966
95,6900;0,6134;89,6700;0,7688;62,2138;89,6700;62,2138
96,0460;0,6041;90,9100;0,7431;63,6690;90,9100;63,6690
96,5260;0,5944;91,9000;0,7114;64,9241;91,9000;64,9241
96,9120;0,5857;91,5700;0,7230;65,5931;91,5700;65,5931
97,0500;0,5835;91,6300;0,7177;64,8759;91,6300;64,8759
97,1940;0,5796;91,8100;0,7092;65,2345;91,8100;65,2345
92,3480;0,6893;80,1400;1,0310;53,6690;80,1400;53,6690
92,6860;0,6814;83,8600;0,9116;53,3172;83,8600;53,3172
93,3800;0,6668;86,8600;0,8190;60,2690;86,8600;60,2690
93,4900;0,6621;87,7800;0,8069;60,8828;87,7800;60,8828
93,7960;0,6537;87,2400;0,8348;59,3655;87,2400;59,3655
94,2460;0,6447;86,4100;0,8499;57,5310;86,4100;57,5310
94,4560;0,6392;87,5800;0,8136;58,4897;87,5800;58,4897
94,6100;0,6349;88,8900;0,7872;61,5241;88,8900;61,5241
94,9160;0,6283;89,8700;0,7520;62,0069;89,8700;62,0069
95,1160;0,6222;88,9400;0,7796;64,0621;88,9400;64,0621
95,4280;0,6163;89,5700;0,7579;65,1655;89,5700;65,1655
95,4160;0,6155;89,8800;0,7638;60,1931;89,8800;60,1931
95,6980;0,6091;90,0800;0,7457;63,6000;90,0800;63,6000
95,7620;0,6071;90,5400;0,7293;64,0276;90,5400;64,0276
96,0660;0,6019;90,6200;0,7399;61,3724;90,6200;61,3724
96,2660;0,5974;90,4700;0,7412;62,3655;90,4700;62,3655
96,3760;0,5926;91,0500;0,7319;63,8276;91,0500;63,8276
96,4600;0,5896;90,9300;0,7182;64,4621;90,9300;64,4621
