train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
36,2780;1,8677;50,2000;1,6564;39,8828;50,2000;39,8828
52,9660;1,5409;65,3700;1,3431;52,2897;65,3700;52,2897
59,5980;1,4057;64,9900;1,3732;51,4276;64,9900;51,4276
64,0380;1,3113;73,1900;1,1429;58,6897;73,1900;58,6897
67,1380;1,2461;77,0600;1,0656;62,7103;77,0600;62,7103
69,8820;1,1891;76,9600;1,0900;60,3172;76,9600;60,3172
71,4600;1,1494;76,6500;1,1081;61,8345;76,6500;61,8345
72,8460;1,1185;83,2700;0,9471;65,6207;83,2700;65,6207
74,2980;1,0868;84,5900;0,8977;69,5172;84,5900;69,5172
75,4320;1,0583;84,8900;0,9048;64,5655;84,8900;64,5655
76,5740;1,0371;85,5300;0,8764;67,6759;85,5300;67,6759
78,1420;1,0053;84,2700;0,8985;65,6000;84,2700;65,6000
78,8420;0,9842;86,5300;0,8511;68,0069;86,5300;68,0069
79,6260;0,9688;89,1600;0,7985;72,0483;89,1600;72,0483
80,7860;0,9441;88,0900;0,8098;71,4069;88,0900;71,4069
81,4460;0,9278;89,9400;0,7681;73,8276;89,9400;73,8276
82,1220;0,9126;89,2900;0,7758;72,4345;89,2900;72,4345
82,6060;0,9008;90,3300;0,7640;73,4828;90,3300;73,4828
83,2060;0,8886;90,2300;0,7629;73,7586;90,2300;73,7586
83,4200;0,8857;90,4900;0,7576;73,8966;90,4900;73,8966
75,9340;1,0495;82,9600;0,9273;64,6759;82,9600;64,6759
76,0940;1,0431;86,1500;0,8779;66,3793;86,1500;66,3793
76,8080;1,0286;85,2300;0,8962;68,8483;85,2300;68,8483
77,6100;1,0116;83,1500;0,9379;66,4966;83,1500;66,4966
78,1360;0,9982;87,5800;0,8305;69,0414;87,5800;69,0414
78,5900;0,9878;87,5000;0,8401;70,8759;87,5000;70,8759
79,2640;0,9774;88,2600;0,8108;70,8828;88,2600;70,8828
79,6560;0,9639;88,3100;0,8135;70,2345;88,3100;70,2345
80,2280;0,9559;89,3500;0,7990;73,4690;89,3500;73,4690
80,5640;0,9433;89,3800;0,7937;70,6000;89,3800;70,6000
80,8660;0,9376;89,5200;0,7851;70,1586;89,5200;70,1586
81,4260;0,9264;89,6200;0,7740;69,6966;89,6200;69,6966
81,7640;0,9194;88,3500;0,7934;71,3931;88,3500;71,3931
82,2060;0,9106;89,6000;0,7756;69,3034;89,6000;69,3034
82,8920;0,8957;89,1700;0,7753;73,7448;89,1700;73,7448
83,0160;0,8905;90,2000;0,7634;73,2897;90,2000;73,2897
83,4640;0,8841;90,6800;0,7517;69,9724;90,6800;69,9724
83,5140;0,8788;90,7600;0,7554;72,8276;90,7600;72,8276
84,2060;0,8663;91,7200;0,7330;75,3724;91,7200;75,3724
84,2180;0,8614;92,1100;0,7022;74,7034;92,1100;74,7034
