;Train-Train;Train-Test;Test-Test
non-zero images;126603,000000;4995,000000;5000,000000
Mean Distance;23002,691406;23097,033203;25332,615234
Minimal Distance;5,744351;486,788452;8499,663086
2th;5,744351;4539,977539;8499,663086
3th;42,406891;4729,639160;8695,763672
4th;42,406891;5648,108398;8695,763672
5th;42,627007;7239,627930;8797,740234
6th;42,627007;7285,495117;9786,166016
7th;45,182945;7559,179688;10051,288086
8th;45,182945;7676,403809;10063,649414
9th;197,473572;8404,685547;10405,409180
10th;197,473572;8461,455078;10594,138672
11th;401,634338;8467,724609;10727,270508
12th;401,634338;8911,294922;10727,270508
13th;410,936340;8914,912109;10907,682617
14th;410,936340;9055,431641;10978,041016
15th;496,694153;9070,281250;10986,982422
16th;496,694153;9071,804688;11177,983398
17th;539,421265;9078,220703;11242,126953
18th;539,421265;9080,740234;11242,126953
19th;817,473633;9119,943359;11594,311523
20th;817,473633;9159,573242;11594,311523
21th;965,216858;9300,322266;11599,666016
22th;965,216858;9396,887695;11599,666016
23th;975,575989;9533,189453;11811,335938
24th;975,575989;9599,035156;11926,476562
25th;1142,245117;9654,742188;11966,273438
26th;1142,245117;9666,607422;12008,413086
27th;1724,328613;9693,072266;12008,413086
28th;1724,328613;9743,143555;12141,281250
29th;1852,184326;9883,847656;12248,381836
30th;1852,184326;9986,621094;12381,359375
31th;1900,609131;10028,863281;12637,990234
32th;1900,609131;10039,135742;12637,990234
33th;2806,746826;10061,818359;12690,196289
34th;2806,746826;10246,870117;12727,988281
35th;2900,814697;10327,861328;12806,945312
36th;2900,814697;10337,736328;12826,384766
37th;3107,340332;10344,714844;12861,495117
38th;3107,340332;10437,937500;12958,935547
39th;3128,089844;10451,787109;12958,935547
40th;3128,089844;10461,869141;12980,166016
41th;3235,532715;10527,324219;12980,166016
42th;3235,532715;10575,705078;13070,876953
43th;3244,644043;10609,804688;13143,769531
44th;3244,644043;10639,741211;13193,561523
45th;3268,777344;10647,419922;13193,561523
46th;3268,777344;10647,445312;13202,683594
47th;3494,923340;10670,839844;13210,150391
48th;3494,923340;10843,781250;13293,156250
49th;3508,185547;10844,979492;13379,196289
50th;3600,298340;10876,634766;13379,196289
51th;3600,298340;10918,741211;13456,853516
52th;3764,244141;10973,507812;13480,897461
53th;3944,777832;10979,367188;13510,507812
54th;4014,665771;11026,335938;13548,468750
55th;4227,916016;11032,391602;13550,155273
56th;4227,916016;11050,882812;13550,155273
57th;4379,164551;11108,126953;13598,362305
58th;4403,142578;11122,463867;13622,278320
59th;4544,218750;11123,837891;13624,513672
60th;4637,504395;11131,685547;13644,511719
61th;4828,642578;11133,438477;13644,511719
62th;4960,924316;11264,521484;13645,746094
63th;4961,392578;11267,998047;13668,769531
64th;4961,392578;11273,656250;13668,769531
65th;5076,095703;11311,613281;13677,328125
66th;5104,869629;11318,150391;13703,519531
67th;5212,488281;11368,634766;13703,519531
68th;5212,488281;11377,231445;13798,060547
69th;5346,320801;11407,514648;13809,226562
70th;5346,320801;11434,709961;13817,091797
71th;5380,268555;11484,582031;13821,089844
72th;5592,242188;11512,849609;13829,125000
73th;5592,242188;11563,603516;13829,125000
74th;5614,030762;11570,881836;13829,173828
75th;5614,030762;11573,398438;13829,173828
76th;5736,263184;11632,947266;13851,583984
77th;5759,140137;11645,876953;13892,179688
78th;5764,118164;11646,536133;13921,230469
79th;5764,118164;11649,082031;13921,230469
80th;5800,941895;11829,480469;13951,226562
81th;5846,160156;11846,300781;13951,226562
82th;5892,434570;11893,123047;14000,500000
83th;5920,154297;11905,218750;14044,764648
84th;5974,461914;11908,685547;14055,807617
85th;5992,221680;11915,040039;14057,854492
86th;6002,234863;11917,344727;14061,169922
87th;6014,674316;11918,478516;14121,133789
88th;6102,027832;11922,500977;14121,133789
89th;6118,387695;12022,806641;14216,318359
90th;6118,387695;12025,068359;14216,318359
91th;6195,506836;12029,331055;14252,736328
92th;6195,506836;12033,281250;14255,119141
93th;6212,591797;12052,819336;14257,328125
94th;6212,591797;12066,309570;14324,687500
95th;6217,569824;12079,728516;14345,107422
96th;6226,701172;12086,506836;14367,708984
97th;6280,515625;12092,527344;14422,589844
98th;6305,210938;12117,556641;14431,725586
99th;6321,729004;12125,189453;14480,664062
100th;6338,729492;12141,347656;14480,664062
