;Train-Train;Train-Test;Test-Test
non-zero images;500,000000;500,000000;500,000000
Mean Distance;0,712299;0,709871;0,708213
Minimal Distance;0,511463;0,525185;0,463836
2nd;0,511463;0,532915;0,463836
3rd;0,523454;0,541167;0,535254
4th;0,540996;0,553084;0,535254
5th;0,540996;0,556080;0,540452
6th;0,542019;0,558472;0,543584
7th;0,546547;0,561756;0,543584
8th;0,546765;0,562018;0,552213
9th;0,547340;0,566267;0,553304
10th;0,551773;0,567214;0,559993
