;Train-Train;Train-Test;Test-Test
non-zero images;7933,000000;715,000000;715,000000
Mean Distance;0,657978;0,657025;0,708757
Minimal Distance;0,177864;0,410934;0,432164
2nd;0,177864;0,426986;0,432164
3rd;0,212005;0,435723;0,446965
4th;0,212005;0,438193;0,446965
5th;0,260371;0,439618;0,497576
6th;0,262554;0,441863;0,497576
7th;0,333289;0,459478;0,497848
8th;0,333289;0,460686;0,497848
9th;0,344718;0,460921;0,519656
10th;0,344718;0,463575;0,519656
