;config_4_avg;config_4_std;config_4_run_0;config_4_run_1;config_4_run_2
Standard_Acc;63,8300;0,2337;64,1000;63,5300;63,8600
RMSCE;0,0624;0,0061;0,0710;0,0571;0,0592
gaussian_noise;29,9380;0,3264;30,2640;29,4920;30,0580
shot_noise;33,0673;0,0717;33,1660;33,0380;32,9980
impulse_noise;30,2573;0,5174;29,5360;30,5120;30,7240
defocus_blur;28,3980;0,6559;27,6220;29,2260;28,3460
glass_blur;26,5753;0,2819;26,3700;26,3820;26,9740
motion_blur;35,5780;0,0808;35,6780;35,5760;35,4800
zoom_blur;31,6447;0,3523;31,3380;32,1380;31,4580
snow;36,9833;0,2338;36,8160;37,3140;36,8200
frost;40,4367;0,2847;40,0660;40,7580;40,4860
fog;38,4027;0,6113;37,7460;38,2440;39,2180
brightness;45,1320;0,2338;44,8120;45,2200;45,3640
contrast;20,2853;0,4536;20,1300;19,8240;20,9020
elastic_transform;39,4367;0,3553;39,0080;39,8780;39,4240
pixelate;48,6973;0,1306;48,5380;48,8580;48,6960
jpeg_compression;44,5520;0,4714;44,5300;45,1400;43,9860
speckle_noise;27,2993;0,2741;27,3480;26,9420;27,6080
gaussian_blur;29,9060;0,6190;29,1420;30,6580;29,9180
spatter;37,8740;0,6145;37,0080;38,2440;38,3700
saturate;39,9427;0,1950;39,8500;39,7640;40,2140
blue_noise_sample;40,5153;0,5149;39,8040;41,0060;40,7360
brownish_noise;44,8500;0,3481;44,7980;44,4520;45,3000
caustic_refraction;29,0093;0,2498;28,6560;29,1880;29,1840
checkerboard_cutout;38,1220;0,1716;37,9080;38,3280;38,1300
cocentric_sine_waves;29,3607;0,3659;29,7440;28,8680;29,4700
inverse_sparkles;26,4840;0,2706;26,3760;26,8560;26,2200
perlin_noise;50,9080;0,4374;50,5360;50,6660;51,5220
plasma_noise;23,2927;0,3810;22,7540;23,5720;23,5520
single_frequency_greyscale;25,1320;0,5522;25,7440;25,2460;24,4060
sparkles;55,1573;0,2313;55,2200;54,8480;55,4040
Acc_C-all-19;34,9688;0,2024;34,6825;35,1162;35,1076
Acc_C-original-15;35,2923;0,1784;35,0413;35,4400;35,3956
Acc_C-bar-10;36,2831;0,0983;36,1540;36,3030;36,3924
Acc_all-ex-pixelwise-noise-24;36,0900;0,1702;35,8496;36,2187;36,2018
RMSCE_C;0,1862;0,0097;0,1999;0,1790;0,1797
Combined_Noise;52,7333;0,7306;51,7900;52,8400;53,5700
