;config_451_avg;config_451_std;config_451_run_0;config_451_run_1;config_451_run_2
Standard_Acc;71,5600;0,2753;71,1950;71,6250;71,8600
RMSCE;0,0334;0,0057;0,0402;0,0263;0,0336
gaussian_noise;48,6000;0,8832;48,9000;49,5000;47,4000
shot_noise;52,1333;1,5195;50,4000;54,1000;51,9000
impulse_noise;49,9000;0,7257;48,9000;50,2000;50,6000
defocus_blur;54,7667;0,5437;55,1000;54,0000;55,2000
glass_blur;33,5000;1,8055;31,0000;35,2000;34,3000
motion_blur;58,5667;0,1247;58,4000;58,6000;58,7000
zoom_blur;49,6000;1,1431;49,0000;51,2000;48,6000
snow;58,4667;1,2658;56,9000;60,0000;58,5000
frost;62,9000;0,4546;62,4000;63,5000;62,8000
fog;63,6667;1,2120;62,4000;63,3000;65,3000
brightness;64,6333;0,5437;64,2000;64,3000;65,4000
contrast;52,4333;1,3021;50,6000;53,5000;53,2000
elastic_transform;60,5667;1,2120;62,2000;60,2000;59,3000
pixelate;61,6000;1,4989;62,9000;59,5000;62,4000
jpeg_compression;64,5000;1,6673;66,1000;65,2000;62,2000
speckle_noise;48,1667;2,7084;45,3000;51,8000;47,4000
gaussian_blur;49,0333;1,9602;46,4000;51,1000;49,6000
spatter;59,4667;0,6799;59,2000;58,8000;60,4000
saturate;60,3667;1,9067;59,9000;62,9000;58,3000
blue_noise_sample;51,5667;1,6519;50,3000;50,5000;53,9000
brownish_noise;54,1667;1,0965;53,2000;55,7000;53,6000
caustic_refraction;36,8667;0,4497;36,6000;36,5000;37,5000
checkerboard_cutout;46,4333;2,2126;43,6000;49,0000;46,7000
cocentric_sine_waves;30,0333;1,4817;28,7000;29,3000;32,1000
inverse_sparkles;29,0000;0,7483;28,0000;29,8000;29,2000
perlin_noise;61,2000;1,3367;59,4000;61,6000;62,6000
plasma_noise;31,6667;0,8055;31,2000;32,8000;31,0000
single_frequency_greyscale;27,6000;1,9096;24,9000;29,0000;28,9000
sparkles;63,5333;1,4817;62,2000;62,8000;65,6000
Acc_C-all-19;55,4140;0,5759;54,7474;56,1526;55,3421
Acc_C-original-15;55,7222;0,3511;55,2933;56,1533;55,7200
Acc_C-bar-10;43,2067;1,0017;41,8100;43,7000;44,1100
Acc_all-ex-pixelwise-noise-24;51,4403;0,6012;50,6042;51,9917;51,7250
RMSCE_C;0,1154;0,0112;0,1289;0,1015;0,1157
Combined_Noise;65,5333;0,5843;64,7400;65,7300;66,1300
