;config_453_avg;config_453_std;config_453_run_0;config_453_run_1;config_453_run_2
Standard_Acc;71,8283;0,2771;71,8700;71,4700;72,1450
RMSCE;0,0205;0,0018;0,0230;0,0186;0,0198
gaussian_noise;47,3333;0,4989;48,0000;47,2000;46,8000
shot_noise;51,3000;0,4967;51,0000;52,0000;50,9000
impulse_noise;48,6333;2,6234;48,3000;52,0000;45,6000
defocus_blur;53,1333;1,9396;54,7000;50,4000;54,3000
glass_blur;28,0333;0,5249;27,3000;28,5000;28,3000
motion_blur;56,0667;1,9258;53,6000;56,3000;58,3000
zoom_blur;45,2667;0,5437;44,7000;45,1000;46,0000
snow;58,2667;1,1441;59,4000;58,7000;56,7000
frost;61,1000;0,4967;61,4000;60,4000;61,5000
fog;64,2333;1,2815;63,0000;63,7000;66,0000
brightness;63,7667;1,7016;64,2000;61,5000;65,6000
contrast;52,8333;0,6944;52,2000;53,8000;52,5000
elastic_transform;58,3667;1,3768;60,3000;57,6000;57,2000
pixelate;61,1667;1,4384;63,2000;60,2000;60,1000
jpeg_compression;63,7000;1,4697;65,5000;63,7000;61,9000
speckle_noise;46,3667;0,9741;45,4000;47,7000;46,0000
gaussian_blur;44,0667;0,4497;44,1000;44,6000;43,5000
spatter;59,4667;2,1746;60,8000;56,4000;61,2000
saturate;60,1667;1,0143;59,5000;61,6000;59,4000
blue_noise_sample;52,7667;1,7211;52,2000;51,0000;55,1000
brownish_noise;53,9000;0,3742;54,3000;54,0000;53,4000
caustic_refraction;35,3000;2,4779;36,9000;31,8000;37,2000
checkerboard_cutout;45,0667;1,9482;44,0000;47,8000;43,4000
cocentric_sine_waves;27,8000;1,9201;27,9000;25,4000;30,1000
inverse_sparkles;26,4667;1,9431;28,6000;23,9000;26,9000
perlin_noise;59,5000;1,2028;59,2000;58,2000;61,1000
plasma_noise;28,1000;0,9899;28,3000;26,8000;29,2000
single_frequency_greyscale;25,8667;0,6600;25,0000;26,0000;26,6000
sparkles;62,5000;1,1776;62,9000;60,9000;63,7000
Acc_C-all-19;53,8561;0,1244;54,0316;53,7579;53,7789
Acc_C-original-15;54,2133;0,1705;54,4533;54,0733;54,1133
Acc_C-bar-10;41,7267;0,8653;41,9300;40,5800;42,6700
Acc_all-ex-pixelwise-noise-24;49,7556;0,4988;50,0417;49,0542;50,1708
RMSCE_C;0,1119;0,0016;0,1131;0,1129;0,1097
Combined_Noise;64,8633;0,4852;64,6900;64,3750;65,5250
