;config_4_avg
Standard_Acc;82,6300
RMSCE;0,0126
gaussian_noise;62,9020
shot_noise;67,0260
impulse_noise;69,6240
defocus_blur;77,5560
glass_blur;65,1760
motion_blur;72,9940
zoom_blur;74,9420
snow;72,8860
frost;73,2060
fog;76,3600
brightness;81,3120
contrast;77,1380
elastic_transform;72,8340
pixelate;67,9520
jpeg_compression;61,2360
speckle_noise;67,4560
gaussian_blur;75,6160
spatter;75,6400
saturate;76,6860
blue_noise;66,5500
brownish_noise;46,5340
checkerboard_cutout;68,7200
circular_motion_blur;76,5240
inverse_sparkles;46,9640
lines;56,2040
pinch_and_twirl;76,1800
ripple;64,0020
sparkles;69,5920
transverse_chromatic_abberation;51,1640
Acc_C-all-19;72,0285
Acc_C-original-15;71,5429
Acc_C-bar-10;62,2434
Acc_all-ex-pixelwise-noise-24;69,0591
RMSCE_C;0,0397
Combined_Noise;71,8700
