;config_41_avg;config_41_std;config_41_run_0;config_41_run_1;config_41_run_2
Standard_Acc;81,4500;0,3569;81,9400;81,1000;81,3100
RMSCE;0,0316;0,0028;0,0353;0,0287;0,0308
gaussian_noise;43,8007;0,9825;42,4120;44,5360;44,4540
shot_noise;52,2380;0,7677;51,1540;52,8320;52,7280
impulse_noise;63,2733;0,7120;62,9540;64,2600;62,6060
defocus_blur;75,8967;0,7929;77,0080;75,2120;75,4700
glass_blur;49,0787;0,7920;49,0880;48,1040;50,0440
motion_blur;69,4373;0,7508;70,4960;68,9780;68,8380
zoom_blur;73,2867;1,0215;74,7300;72,5120;72,6180
snow;67,8853;0,2099;67,8400;67,6540;68,1620
frost;61,3047;0,6789;60,5640;61,1460;62,2040
fog;73,7227;0,3092;74,1600;73,5020;73,5060
brightness;79,7807;0,3332;80,2500;79,5820;79,5100
contrast;75,7240;0,1716;75,9520;75,6820;75,5380
elastic_transform;69,7500;1,1569;71,2160;69,6460;68,3880
pixelate;54,4600;0,3621;54,7240;54,7080;53,9480
jpeg_compression;56,3220;0,4992;55,9060;56,0360;57,0240
speckle_noise;54,4713;0,7289;53,4580;55,1420;54,8140
gaussian_blur;73,8780;0,8881;75,1160;73,0760;73,4420
spatter;73,3300;0,6029;73,9260;72,5040;73,5600
saturate;74,6280;0,5673;75,4280;74,2800;74,1760
blue_noise;62,7033;4,1476;59,9820;59,5640;68,5640
brownish_noise;41,0373;0,9857;42,1440;41,2180;39,7500
checkerboard_cutout;66,0020;1,1538;67,6180;64,9980;65,3900
circular_motion_blur;74,9073;0,4752;75,5500;74,7560;74,4160
inverse_sparkles;38,1080;0,7530;38,4580;37,0620;38,8040
lines;53,0927;0,5685;53,5960;52,2980;53,3840
pinch_and_twirl;73,6793;1,2106;75,0740;73,8420;72,1220
ripple;59,8273;0,3494;60,0980;60,0500;59,3340
sparkles;66,4320;0,1374;66,3720;66,3020;66,6220
transverse_chromatic_abberation;45,1293;1,5632;47,3400;44,0140;44,0340
Acc_C-all-19;65,3825;0,1571;65,5991;65,2312;65,3174
Acc_C-original-15;64,3974;0,1189;64,5636;64,2927;64,3359
Acc_C-bar-10;58,0919;0,5064;58,6232;57,4104;58,2420
Acc_all-ex-pixelwise-noise-24;64,4458;0,4730;65,1106;64,0484;64,1785
RMSCE_C;0,1022;0,0048;0,1042;0,1068;0,0955
Combined_Noise;64,3400;0,4784;63,8300;64,9800;64,2100
