;config_12_avg
Standard_Acc;81,2200
RMSCE;0,0173
gaussian_noise;56,8380
shot_noise;61,5140
impulse_noise;65,5360
defocus_blur;76,1800
glass_blur;61,9860
motion_blur;69,6860
zoom_blur;73,2960
snow;70,9080
frost;69,1300
fog;73,7500
brightness;79,4560
contrast;75,1540
elastic_transform;70,9660
pixelate;67,2380
jpeg_compression;59,4480
speckle_noise;62,4460
gaussian_blur;74,2160
spatter;73,6420
saturate;74,4060
blue_noise;64,9240
brownish_noise;44,7220
checkerboard_cutout;67,5040
circular_motion_blur;74,6800
inverse_sparkles;43,5240
lines;53,5360
pinch_and_twirl;74,9720
ripple;64,4100
sparkles;67,7020
transverse_chromatic_abberation;48,7200
Acc_C-all-19;69,2524
Acc_C-original-15;68,7391
Acc_C-bar-10;60,4694
Acc_all-ex-pixelwise-noise-24;67,0513
RMSCE_C;0,0373
Combined_Noise;68,9600
