;config_4_avg
Standard_Acc;80,9700
RMSCE;0,0107
gaussian_noise;62,1220
shot_noise;65,9320
impulse_noise;66,3640
defocus_blur;75,6380
glass_blur;63,5340
motion_blur;70,9920
zoom_blur;73,0160
snow;71,0380
frost;71,5080
fog;74,3400
brightness;79,3300
contrast;75,8220
elastic_transform;70,5040
pixelate;68,0100
jpeg_compression;60,0580
speckle_noise;66,2260
gaussian_blur;73,4900
spatter;73,2300
saturate;74,7820
blue_noise;62,9680
brownish_noise;45,0040
checkerboard_cutout;66,6200
circular_motion_blur;73,8760
inverse_sparkles;45,2820
lines;54,8780
pinch_and_twirl;74,5460
ripple;63,1460
sparkles;67,8200
transverse_chromatic_abberation;50,0960
Acc_C-all-19;70,3124
Acc_C-original-15;69,8805
Acc_C-bar-10;60,4236
Acc_all-ex-pixelwise-noise-24;67,3567
RMSCE_C;0,0427
Combined_Noise;69,9100
